cgl_id,Entry,Entry name,Protein names,Gene names,Organism,Cross-reference (RefSeq)
Cgl1664,Q8NPZ7,Q8NPZ7_CORGL,Acyl-CoA thioesterase (EC 3.1.2.-),Cgl1664,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600876.1;WP_011014521.1;
Cgl1669,Q8NPZ2,PIPS_CORGL,Phosphatidylinositol phosphate synthase (PIP synthase) (EC 2.7.8.-) (CDP-diacylglycerol--D-myo-inositol-3-phosphate 3-phosphatidyltransferase),Cgl1669,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600881.1;WP_003859882.1;
Cgl1671,Q8NPZ0,SYT_CORGL,Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS),thrS Cgl1671 cg1880,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600883.1;
Cgl1714,Q8NPU7,Q8NPU7_CORGL,Peptidase S1 domain-containing protein,Cgl1714,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600924.1;
Cgl1776,Q8NPN5,Q8NPN5_CORGL,Cytosine-specific methyltransferase (EC 2.1.1.37),Cgl1776,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600980.1;
Cgl1777,Q8NPN4,Q8NPN4_CORGL,Stress-sensitive restriction system protein 1 or type II resctriction endonuclease,Cgl1777,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600981.1;WP_011014621.1;
Cgl1778,Q79VF5,Q79VF5_CORGL,Stress-sensitive restriction system protein 2,Cgl1778,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600982.1;WP_011014622.1;
Cgl1822,Q8NPJ0,Y1822_CORGL,Uncharacterized protein Cgl1822/cg2042,cg2042 Cgl1822,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601025.1;
Cgl1896,Q8NPB8,Q8NPB8_CORGL,"Pyrimidine reductase, riboflavin biosynthesis",Cgl1896,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601102.1;WP_011014736.1;
Cgl1902,Q8NPB2,DXS_CORGL,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS),dxs Cgl1902 cg2083,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601108.1;WP_011014741.1;
Cgl1903,Q6M4B7,Y1903_CORGL,Uncharacterized RNA methyltransferase Cgl1903/cg2084 (EC 2.1.1.-),Cgl1903 cg2084,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601109.1;WP_011014742.1;
Cgl1905,Q8NPA9,DUT_CORGL,Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase),dut Cgl1905 cg2086,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601111.1;WP_011014744.1;
Cgl1909,Q8NPA5,Q8NPA5_CORGL,Inositol-1-monophosphatase (EC 3.1.3.25),Cgl1909,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601115.1;
Cgl1911,Q8NPA3,Q8NPA3_CORGL,RNA polymerase sigma factor SigA,sigA Cgl1911,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601117.2;
Cgl1918,Q8NP96,DTD_CORGL,D-aminoacyl-tRNA deacylase (DTD) (EC 3.1.1.96) (Gly-tRNA(Ala) deacylase),dtd Cgl1918 cg2101,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601124.1;WP_003859832.1;
Cgl1920,Q8NP95,DTXR_CORGL,Diphtheria toxin repressor (Iron-dependent diphtheria tox regulatory element) (Tox regulatory factor),dtxR Cgl1920 cg2103,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601126.1;WP_011014753.1;
Cgl1921,Q45291,GALE_CORGL,UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-galactose 4-epimerase),galE Cgl1921 cg2104,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601127.1;WP_011014754.1;
Cgl1928,Q8NP88,NRDR_CORGL,Transcriptional repressor NrdR,nrdR Cgl1928 cg2112,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601134.1;WP_003857385.1;
Cgl1930,Q8NP86,LEXA_CORGL,LexA repressor (EC 3.4.21.88),lexA Cgl1930 cg2114,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601136.1;
Cgl1933,Q8NP83,Q8NP83_CORGL,"Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system, enzyme I)",Cgl1933,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601139.1;WP_011014763.1;
Cgl1935,Q8NP81,Q8NP81_CORGL,Fructose-1-phosphate kinase and related fructose-6-phosphate kinase (PfkB) (EC 2.7.1.11) (EC 2.7.1.56),Cgl1935,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601142.1;WP_011014765.1;
Cgl1936,Q8NP80,Q8NP80_CORGL,"Phosphotransferase system, fructose-specific IIC component (EC 2.7.1.191)",Cgl1936,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601143.1;
Cgl1937,Q8NP79,Q8NP79_CORGL,HPr domain-containing protein,Cgl1937,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601144.1;WP_003857409.1;
Cgl1940,Q8NP76,Q8NP76_CORGL,GTPase HflX (GTP-binding protein HflX),hflX Cgl1940,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601147.2;
Cgl1943,Q8NP73,DAPF_CORGL,Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase),dapF Cgl1943 cg2129,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601150.1;WP_011014772.1;
Cgl1944,Q8NP72,MIAA_CORGL,tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase),miaA Cgl1944 cg2130,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601151.1;WP_011014773.1;
Cgl1949,Q8NP67,MIAB_CORGL,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase),miaB Cgl1949 cg2135,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601156.1;
Cgl1950,P48243,GLUA_CORGL,Glutamate transport ATP-binding protein GluA,gluA Cgl1950 cg2136,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601157.1;
Cgl1951,P48242,GLUB_CORGL,Glutamate-binding protein,gluB Cgl1951 cg2137,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601158.1;WP_011014779.1;
Cgl1952,P48244,GLUC_CORGL,Glutamate transport system permease protein GluC,gluC Cgl1952 cg2138,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601159.1;WP_011014780.1;
Cgl1953,P48245,GLUD_CORGL,Glutamate transport system permease protein GluD,gluD Cgl1953 cg2139,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601160.2;WP_011014781.1;
Cgl1954,Q8NP66,RECX_CORGL,Regulatory protein RecX,recX Cgl1954 cg2140,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601161.1;
Cgl1955,P42442,RECA_CORGL,Protein RecA (Recombinase A),recA Cgl1955 cg2141,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601162.1;WP_003857444.1;
Cgl1964,Q8NP57,Q8NP57_CORGL,Phosphatidylglycerophosphate synthase (EC 2.7.8.5),Cgl1964,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601171.1;WP_003861660.1;
Cgl1968,Q8NP53,FTSK_CORGL,DNA translocase FtsK,ftsK Cgl1968 cg2158,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601174.1;
Cgl1970,P54122,RNJ_CORGL,Ribonuclease J (RNase J) (EC 3.1.-.-),rnj Cgl1970 cg2160,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601176.1;WP_011014791.1;
Cgl1971,P19808,DAPA_CORGL,4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7),dapA Cgl1971 cg2161,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601177.1;WP_011014792.1;
Cgl1972,P40111,THYX_CORGL,Flavin-dependent thymidylate synthase (FDTS) (EC 2.1.1.148) (FAD-dependent thymidylate synthase) (Thymidylate synthase ThyX) (TS) (TSase),thyX Cgl1972 cg2162,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601178.1;WP_011014793.1;
Cgl1973,P40110,DAPB_CORGL,4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8),dapB Cgl1973 cg2163,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601179.1;WP_011014794.1;
Cgl1975,Q8NP50,PNP_CORGL,Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase),pnp Cgl1975 cg2166,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601181.1;WP_011014796.1;
Cgl1976,Q8NP49,RS15_CORGL,30S ribosomal protein S15,rpsO Cgl1976 cg2167,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601182.1;WP_003857482.1;
Cgl1978,Q8NP47,Q8NP47_CORGL,Riboflavin biosynthesis protein [Includes: Riboflavin kinase (EC 2.7.1.26) (Flavokinase); FMN adenylyltransferase (EC 2.7.7.2) (FAD pyrophosphorylase) (FAD synthase)],Cgl1978,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601184.1;WP_011014798.1;
Cgl1979,Q8NP46,TRUB_CORGL,tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase),truB Cgl1979 cg2170,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601185.1;WP_011014799.1;
Cgl1984,Q8NP41,RBFA_CORGL,Ribosome-binding factor A,rbfA Cgl1984 cg2175,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601190.1;WP_003861694.1;
Cgl1985,Q8NP40,IF2_CORGL,Translation initiation factor IF-2,infB Cgl1985 cg2176,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601191.1;WP_011014802.1;
Cgl1988,Q8NP36,Q8NP36_CORGL,DUF4439 domain-containing protein,Cgl1988,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601195.1;
Cgl1989,Q8NP37,RIMP_CORGL,Ribosome maturation factor RimP,rimP Cgl1989 cg2179,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601194.1;WP_011014804.1;
Cgl1994,Q8NP31,SYP_CORGL,Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS),proS Cgl1994 cg2185,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601200.1;WP_003857500.1;
Cgl1995,Q8NP30,Y1995_CORGL,UPF0246 protein Cgl1995/cg2186,Cgl1995 cg2186,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601201.1;WP_011014808.1;
Cgl1998,Q8NP27,Q8NP27_CORGL,Uroporphyrinogen III methylase (EC 2.1.1.107) (Uroporphyrinogen-III C-methyltransferase),Cgl1998,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601204.1;WP_011014811.1;
Cgl1999,Q8NP26,SELO_CORGL,Protein adenylyltransferase SelO (EC 2.7.7.-) (EC 2.7.7.n1),selO Cgl1999 cg2190,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601205.1;WP_011014812.1;
Cgl2001,O69282,MQO_CORGL,Malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone]),mqo Cgl2001 cg2192,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601207.1;WP_011014814.1;
Cgl2003,Q8NP23,Q8NP23_CORGL,Dihydrolipoamide dehydrogenase/glutathione oxidoreductase and related enzymes (EC 1.8.1.7),Cgl2003,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601209.1;WP_011014816.1;
Cgl2007,Q8NP19,Q8NP19_CORGL,Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M),map Cgl2007,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601213.1;
Cgl2014,Q8NP12,ISPG_CORGL,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase),ispG Cgl2014 cg2206,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601219.1;
Cgl2016,Q8NP10,DXR_CORGL,1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase),dxr Cgl2016 cg2208,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601221.1;WP_011014825.1;
Cgl2017,Q8NP09,Y2017_CORGL,Uncharacterized membrane protein Cgl2017/cg2211 (P20),Cgl2017 cg2211,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601222.1;WP_003857542.1;
Cgl2020,Q8NP06,RLMN_CORGL,Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase),rlmN Cgl2020 cg2214,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601225.1;WP_003861738.1;
Cgl2022,Q8NP04,Q8NP04_CORGL,Phosphatidate cytidylyltransferase (EC 2.7.7.41),Cgl2022,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601227.1;
Cgl2023,Q8NP03,RRF_CORGL,Ribosome-recycling factor (RRF) (Ribosome-releasing factor),frr Cgl2023 cg2217,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601228.1;WP_011014829.1;
Cgl2024,P59004,PYRH_CORGL,Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK),pyrH Cgl2024 cg2218,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601229.2;WP_006284182.1;
Cgl2025,Q8NP02,EFTS_CORGL,Elongation factor Ts (EF-Ts),tsf Cgl2025 cg2221,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601230.1;WP_011014830.1;
Cgl2026,Q8NP01,RS2_CORGL,30S ribosomal protein S2,rpsB Cgl2026 cg2222,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601231.1;WP_011014831.1;
Cgl2028,Q8NNZ9,XERC_CORGL,Tyrosine recombinase XerC,xerC Cgl2028 cg2224,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601233.1;
Cgl2031,Q8NNZ6,Y2031_CORGL,UPF0102 protein Cgl2031/cg2228,Cgl2031 cg2228,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601236.1;WP_011014835.1;
Cgl2033,Q8NNZ4,RNH2_CORGL,Ribonuclease HII (RNase HII) (EC 3.1.26.4),rnhB Cgl2033 cg2230,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601238.1;
Cgl2037,Q8NNZ0,RL19_CORGL,50S ribosomal protein L19,rplS Cgl2037 cg2235,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601241.1;WP_011014838.1;
Cgl2038,Q8NNY9,Q8NNY9_CORGL,Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase),thiE Cgl2038,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601242.1;WP_011014839.1;
Cgl2041,Q8NNY6,THIG_CORGL,Thiazole synthase (EC 2.8.1.10),thiG Cgl2041 cg2239,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601245.1;WP_003857587.1;
Cgl2050,Q8NNX7,TRMD_CORGL,tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase),trmD Cgl2050 cg2249,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601253.1;
Cgl2052,Q8NNX5,RIMM_CORGL,Ribosome maturation factor RimM,rimM Cgl2052 cg2251,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601255.1;WP_011014847.1;
Cgl2054,Q8NNX3,RS16_CORGL,30S ribosomal protein S16,rpsP Cgl2054 cg2253,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601257.1;WP_011014848.1;
Cgl2058,Q8NNW9,Q8NNW9_CORGL,Signal recognition particle protein (Fifty-four homolog),ffh Cgl2058,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601261.1;WP_011014851.1;
Cgl2059,Q9X706,GLND_CORGL,Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)],glnD Cgl2059 cg2258,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601262.1;WP_011014852.1;
Cgl2061,Q79VF1,Q79VF1_CORGL,Ammonium transporter,Cgl2061,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601264.2;WP_011014854.1;
Cgl2062,Q8NNW8,Q8NNW8_CORGL,Signal recognition particle receptor FtsY (SRP receptor),ftsY Cgl2062,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601265.1;
Cgl2065,Q8NNW5,Q8NNW5_CORGL,Chromosome partition protein Smc,smc Cgl2065,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601267.1;WP_011014857.1;
Cgl2066,Q8NNW4,ACYP_CORGL,Acylphosphatase (EC 3.6.1.7) (Acylphosphate phosphohydrolase),acyP Cgl2066 cg2266,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_694659.1;WP_003856367.1;
Cgl2073,Q8NNV7,FPG_CORGL,Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18),mutM fpg Cgl2073 cg2272,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601273.1;WP_011014863.1;
Cgl2074,Q8NNV6,RNC_CORGL,Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III),rnc Cgl2074 cg2273,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601274.1;WP_003861938.1;
Cgl2079,P31026,DHE4_CORGL,NADP-specific glutamate dehydrogenase (NADP-GDH) (EC 1.4.1.4),gdh Cgl2079 cg2280,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601279.1;WP_003856385.1;
Cgl2081,Q8NNV0,Q8NNV0_CORGL,Uncharacterized protein,Cgl2081,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601281.1;
Cgl2082,Q8NNU9,Q8NNU9_CORGL,DUF4921 domain-containing protein,Cgl2082,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601282.1;
Cgl2087,Q8NNU4,Q8NNU4_CORGL,Glycogen phosphorylase (EC 2.4.1.1),Cgl2087,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601286.2;WP_011014871.1;
Cgl2089,Q46078,KPYK_CORGL,Pyruvate kinase (PK) (EC 2.7.1.40),pyk Cgl2089 cg2291,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601288.2;WP_011014873.1;
Cgl2090,Q8NNU2,LGT_CORGL,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145),lgt Cgl2090 cg2292,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601289.1;WP_011014874.1;
Cgl2093,Q8NNT9,HIS3_CORGL,Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19),hisI Cgl2093 cg2296,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601292.1;WP_011014876.1;
Cgl2094,O31139,HIS6_CORGL,Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF),hisF Cgl2094 cg2297,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601293.1;WP_003856413.1;
