NCgl_ID,Cgl_ID,ID,Name,Synonyms,Protein,Strains,Function,Length
NCgl1853,Cgl1928,cg2112,nrdR,,Transcriptional repressor NrdR,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,150
NCgl1855,Cgl1930,cg2114,lexA,,LexA repressor (EC 3.4.21.88),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,232
,Cgl1933,cg2117,ptsI,,Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system,,,
,Cgl1935,cg2119,pfkB,,Fructose-1-phosphate kinase and related fructose-6-phosphate kinase (PfkB) (EC 2.7.1.11) (EC 2.7.1.56),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,330
,Cgl1936,cg2120,ptsF,,Phosphotransferase system,,,
,Cgl1937,cg2121,ptsH,,HPr domain-containing protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,89
,Cgl1940,cg2126,hflX,,GTPase HflX (GTP-binding protein HflX),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,486
NCgl1868,Cgl1943,cg2129,dapF,,Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,277
NCgl1869,Cgl1944,cg2130,miaA,,tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,301
NCgl1874,Cgl1949,cg2135,miaB,,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,522
NCgl1875,Cgl1950,cg2136,gluA,,Glutamate transport ATP-binding protein GluA,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,242
NCgl1876,Cgl1951,cg2137,gluB,,Glutamate-binding protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,295
NCgl1877,Cgl1952,cg2138,gluC,,Glutamate transport system permease protein GluC,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,228
NCgl1878,Cgl1953,cg2139,gluD,,Glutamate transport system permease protein GluD,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,273
NCgl1879,Cgl1954,cg2140,recX,,Regulatory protein RecX,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,199
NCgl1880,Cgl1955,cg2141,recA,,Protein RecA (Recombinase A),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,376
,Cgl1964,cg2154,pgsA2,,Phosphatidylglycerophosphate synthase (EC 2.7.8.5),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,201
NCgl1893,Cgl1968,cg2158,ftsK,,DNA translocase FtsK,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,921
NCgl1895,Cgl1970,cg2160,rnj,,Ribonuclease J (RNase J) (EC 3.1.-.-),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,718
NCgl1896,Cgl1971,cg2161,dapA,,4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,301
NCgl1897,Cgl1972,cg2162,thyX,,Flavin-dependent thymidylate synthase (FDTS) (EC 2.1.1.148) (FAD-dependent thymidylate synthase) (Thymidylate synthase ThyX) (TS) (TSase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,250
NCgl1898,Cgl1973,cg2163,dapB,,4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,248
NCgl1900,Cgl1975,cg2166,gpsI,pnp,Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,753
NCgl1901,Cgl1976,cg2167,rpsO,,30S ribosomal protein S15,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,89
NCgl1903,Cgl1978,cg2169,ribF,ribC,bifunctional riboflavin kinase/FMN adenylyltransferase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,341
NCgl1904,Cgl1979,cg2170,truB,,tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,297
NCgl1909,Cgl1984,cg2175,rbfA,,Ribosome-binding factor A,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,149
NCgl1910,Cgl1985,cg2176,infB,,Translation initiation factor IF-2,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,1004
NCgl1912,Cgl1988,cg2178,nusA,,DUF4439 domain-containing protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,332
NCgl1913,Cgl1989,cg2179,rimP,,Ribosome maturation factor RimP,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,178
NCgl1919,Cgl1994,cg2185,proS,,Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,588
NCgl1920,Cgl1995,cg2186,,,UPF0246 protein Cgl1995/cg2186,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,245
NCgl1923,Cgl1998,cg2189,cobA,,Uroporphyrinogen-III methylase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,250
NCgl1924,Cgl1999,cg2190,selO,,Protein adenylyltransferase SelO (EC 2.7.7.-) (EC 2.7.7.n1),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,474
NCgl1926,Cgl2001,cg2192,mqo,,Malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone]),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,500
,Cgl2003,cg2194,gor,,Dihydrolipoamide dehydrogenase/glutathione oxidoreductase and related enzymes (EC 1.8.1.7),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,465
,Cgl2007,cg2198,map2,map,Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,263
,Cgl2014,cg2206,ispG,gcpE,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,378
NCgl1940,Cgl2016,cg2208,dxr,,1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,392
NCgl1941,Cgl2017,cg2211,,,Uncharacterized membrane protein Cgl2017/cg2211 (P20),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,147
NCgl1944,Cgl2020,cg2214,rlmN,,Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,366
NCgl1946,Cgl2022,cg2216,cdsA,,Phosphatidate cytidylyltransferase (EC 2.7.7.41),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,285
NCgl1947,Cgl2023,cg2217,frr,,Ribosome-recycling factor (RRF) (Ribosome-releasing factor),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,185
NCgl1948,Cgl2024,cg2218,pyrH,,Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,243
NCgl1949,Cgl2025,cg2221,tsf,,Elongation factor Ts (EF-Ts),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,275
NCgl1950,Cgl2026,cg2222,rpsB,,30S ribosomal protein S2,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,272
NCgl1952,Cgl2028,cg2224,xerC,,Tyrosine recombinase XerC,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,308
NCgl1955,Cgl2031,cg2228,,,UPF0102 protein Cgl2031/cg2228,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,122
NCgl1957,Cgl2033,cg2230,rnhB,,Ribonuclease HII (RNase HII) (EC 3.1.26.4),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,209
NCgl1960,Cgl2037,cg2235,rplS,,50S ribosomal protein L19,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,113
NCgl1961,Cgl2038,cg2236,thiE,,Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,221
NCgl1964,Cgl2041,cg2239,thiG,,Thiazole synthase (EC 2.8.1.10),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,260
NCgl1972,Cgl2050,cg2249,trmD,,tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,289
NCgl1974,Cgl2052,cg2251,rimM,,Ribosome maturation factor RimM,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,171
NCgl1976,Cgl2054,cg2253,rpsP,,30S ribosomal protein S16,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,165
NCgl1980,Cgl2058,cg2257,srp,ffh,Signal recognition particle protein (Fifty-four homolog),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,547
NCgl1981,Cgl2059,cg2258,glnD,,Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)],Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,692
,Cgl2061,cg2261,amtB,,Ammonium transporter,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,438
,Cgl2062,cg2262,ftsY,,Signal recognition particle receptor FtsY (SRP receptor),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,510
NCgl1986,Cgl2065,cg2265,smc,,Chromosome partition protein Smc,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,1155
NCgl1987,Cgl2066,cg2266,acyP,,Acylphosphatase (EC 3.6.1.7) (Acylphosphate phosphohydrolase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,94
NCgl1993,Cgl2073,cg2272,mutM1,fpg,Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,286
NCgl1994,Cgl2074,cg2273,rnc,,Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,247
NCgl1999,Cgl2079,cg2280,gdh,,NADP-specific glutamate dehydrogenase (NADP-GDH) (EC 1.4.1.4),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,447
,Cgl2081,cg2283,,,Uncharacterized protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,147
,Cgl2082,cg2284,,,DUF4921 domain-containing protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,428
,Cgl2087,cg2289,glgP2,,Glucan phosphorylase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,850
NCgl2008,Cgl2089,cg2291,pyk,,Pyruvate kinase (PK) (EC 2.7.1.40),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,475
NCgl2009,Cgl2090,cg2292,lgt,,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,316
NCgl2012,Cgl2093,cg2296,hisI,,Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,118
NCgl2013,Cgl2094,cg2297,hisF,,Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,258
NCgl2014,Cgl2095,cg2298,impA,,Archaeal fructose-1,,,
NCgl2015,Cgl2096,cg2299,hisA,,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,246
NCgl2016,Cgl2097,cg2300,hisH,,Imidazole glycerol phosphate synthase subunit HisH (EC 4.3.2.10) (IGP synthase glutaminase subunit) (EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,211
NCgl2019,Cgl2100,cg2303,hisB,,Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,202
NCgl2020,Cgl2101,cg2304,hisC,,Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,366
NCgl2021,Cgl2102,cg2305,hisD,,Histidinol dehydrogenase (HDH) (EC 1.1.1.23),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,442
,Cgl2109,cg2312,gip,,Hydroxypyruvate isomerase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,258
,Cgl2110,cg2313,idhA3,,Predicted dehydrogenases and related proteins (EC 1.1.1.18),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,337
NCgl2046,Cgl2127,cg2334,ilvA,,L-threonine dehydratase biosynthetic IlvA (EC 4.3.1.19) (Threonine deaminase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,436
,Cgl2130,cg2338,dnaE1,dnaE,DNA polymerase III subunit alpha (EC 2.7.7.7),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,1194
,Cgl2132,cg2340,,,PBPb domain-containing protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,156
,Cgl2135,cg2343,,,Diaminopimelate decarboxylase (EC 4.1.1.20),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,429
,Cgl2139,cg2347,lspA,,Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,178
,Cgl2143,cg2352,ansA,,L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D (EC 3.5.1.1),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,325
NCgl2064,Cgl2144,cg2355,dinP,dinB,DNA polymerase IV (Pol IV) (EC 2.7.7.7),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,467
NCgl2068,Cgl2148,cg2359,ileS,,Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,1054
,Cgl2152,cg2363,sepF,,Cell division protein SepF,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,152
NCgl2073,Cgl2153,cg2364,,,Pyridoxal phosphate homeostasis protein (PLP homeostasis protein),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,221
NCgl2074,Cgl2154,cg2365,,,Polyphenol oxidase (EC 1.10.3.-) (Multicopper oxidase Cgl2154/cg2365),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,246
NCgl2075,Cgl2155,cg2366,ftsZ,,Cell division protein FtsZ,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,442
NCgl2076,Cgl2156,cg2367,ftsQ,divB,Cell division protein FtsQ,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,222
NCgl2077,Cgl2157,cg2368,murC,,UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,486
NCgl2078,Cgl2158,cg2369,murG,,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,356
NCgl2080,Cgl2160,cg2371,murD,,UDP-N-acetylmuramoylalanine-D-glutamate ligase (EC 6.3.2.9),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,156
NCgl2081,Cgl2161,cg2372,mraY,,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,366
NCgl2082,Cgl2162,cg2373,murF,,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,514
NCgl2083,Cgl2163,cg2374,murE,,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,,,
NCgl2086,Cgl2166,cg2377,mraW,rsmH,Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,337
NCgl2087,Cgl2167,cg2378,mraZ,,Transcriptional regulator MraZ,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,143
NCgl2091,Cgl2171,cg2383,metF,,Methylenetetrahydrofolate reductase (EC 1.5.1.20),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,326
NCgl2092,Cgl2172,cg2384,idsA,,Geranylgeranyl pyrophosphate synthase (EC 2.5.1.1),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,371
NCgl2093,Cgl2173,cg2385,mptA,,Alpha-(1->6)-mannopyranosyltransferase A (MptA) (EC 2.4.1.-),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,490
,Cgl2178,cg2391,aroG,,Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,462
,Cgl2181,cg2394,cmt4,,Cmt4,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,483
,Cgl2184,cg2398,plsC,,1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,245
,Cgl2185,cg2399,glk,,Glucose kinase (EC 2.7.1.2),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,323
,Cgl2186,cg2400,pimB,,GDP-mannose-dependent monoacylated alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase (EC 2.4.1.346) (Alpha-D-mannose-alpha-(1-6)-phosphatidylmyo-inositol-mannosyltransferase) (Alpha-mannosyltransferase) (Alpha-ManT) (Guanosine diphosphomannose-phosphatidyl-inositol alpha-mannosyltransferase) (Phosphatidylinositol alpha-mannosyltransferase) (PI alpha-mannosyltransferase),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,381
NCgl2108,Cgl2188,cg2402,,,Probable endopeptidase Cgl2188 (EC 3.4.-.-),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,209
NCgl2109,Cgl2189,cg2403,qcrB,,Cytochrome bc1 complex cytochrome b subunit (EC 7.1.1.8) (Cytochrome bc1 reductase complex subunit QcrB) (Menaquinol--cytochrome c reductase cytochrome b subunit),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,539
NCgl2110,Cgl2190,cg2404,qcrA1,qcrA,Cytochrome bc1 complex Rieske iron-sulfur subunit (Cytochrome bc1 reductase complex subunit QcrA) (Menaquinol--cytochrome c reductase iron-sulfur subunit) (Rieske iron-sulfur protein),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,408
NCgl2111,Cgl2191,cg2405,qcrC,,Cytochrome bc1 complex cytochrome c subunit (Cytochrome c1) (EC 7.1.1.8) (Cytochrome bc1 reductase complex subunit Qcrc) (Menaquinol--cytochrome c reductase cytochrome c subunit),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,283
NCgl2112,Cgl2192,cg2406,ctaE,,Cytochrome c oxidase subunit 3 (EC 1.9.3.1) (Cytochrome aa3 subunit 3) (Cytochrome c oxidase polypeptide III),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,205
